,first_name,last_name,party,gender,chamber,congress_number,DOB,method,proportion_male,proportion_female,predicted_gender,final_gender
6421,Donald,Manzullo,R,M,house,109,1944.0,ssa,,,,M
6422,Kenny,Marchant,R,M,house,109,1951.0,ssa,,,,M
6423,Edward,Markey,D,M,house,109,1946.0,ssa,,,,M
6424,Jim,Marshall,D,M,house,109,1948.0,ssa,,,,M
6425,Jim,Matheson,D,M,house,109,1960.0,ssa,,,,M
6426,Robert,Matsui,D,M,house,109,1941.0,ssa,,,,M
6427,Doris,Matsui,D,F,house,109,1944.0,ssa,,,,F
6428,Carolyn,McCarthy,D,F,house,109,1944.0,ssa,,,,F
6429,Michael,McCaul,R,M,house,109,1962.0,ssa,,,,M
6430,Betty,McCollum,D,F,house,109,1954.0,ssa,,,,F
6431,Thaddeus,McCotter,R,M,house,109,1965.0,ssa,,,,M
6432,Jim,McCrery,R,M,house,109,1949.0,ssa,,,,M
6433,Jim,McDermott,D,M,house,109,1936.0,ssa,,,,M
6434,Jim,McGovern,D,M,house,109,1959.0,ssa,,,,M
6435,Patrick,McHenry,R,M,house,109,1975.0,ssa,,,,M
6436,John,McHugh,R,M,house,109,1948.0,ssa,,,,M
6437,Mike,McIntyre,D,M,house,109,1956.0,ssa,,,,M
6438,Howard,McKeon,R,M,house,109,1938.0,ssa,,,,M
6439,Cynthia,McKinney,D,F,house,109,1955.0,ssa,,,,F
6440,Cathy,McMorris Rodgers,R,F,house,109,1969.0,ssa,,,,F
6441,Michael,McNulty,D,M,house,109,1947.0,ssa,,,,M
6442,Martin,Meehan,D,M,house,109,1956.0,ssa,,,,M
6443,Kendrick,Meek,D,M,house,109,1966.0,ssa,,,,M
6444,Gregory,Meeks,D,M,house,109,1953.0,ssa,,,,M
6445,Charlie,Melancon,D,M,house,109,1947.0,ssa,,,,M
6446,Robert,Menendez,D,M,house,109,1954.0,ssa,,,,M
6447,John,Mica,R,M,house,109,1943.0,ssa,,,,M
6448,Michael,Michaud,D,M,house,109,1955.0,ssa,,,,M
6449,Juanita,Millender-McDonald,D,F,house,109,1938.0,ssa,,,,F
6450,Brad,Miller,D,M,house,109,1953.0,ssa,,,,M
6451,Jeff,Miller,R,M,house,109,1959.0,ssa,,,,M
6452,Candice,Miller,R,F,house,109,1954.0,ssa,,,,F
6453,Gary,Miller,R,M,house,109,1948.0,ssa,,,,M
6454,George,Miller,D,M,house,109,1945.0,ssa,,,,M
6455,Alan,Mollohan,D,M,house,109,1943.0,ssa,,,,M
6456,Gwen,Moore,D,F,house,109,1951.0,ssa,,,,F
6457,Dennis,Moore,D,M,house,109,1945.0,ssa,,,,M
6458,James,Moran,D,M,house,109,1945.0,ssa,,,,M
6459,Jerry,Moran,R,M,house,109,1954.0,ssa,,,,M
6460,Tim,Murphy,R,M,house,109,1952.0,ssa,,,,M
6461,John,Murtha,D,M,house,109,1932.0,ssa,,,,M
6462,Marilyn,Musgrave,R,F,house,109,1949.0,ssa,,,,F
6463,Sue,Myrick,R,F,house,109,1941.0,ssa,,,,F
6464,Jerrold,Nadler,D,M,house,109,1947.0,ssa,,,,M
6465,Grace,Napolitano,D,F,house,109,1936.0,ssa,,,,F
6466,Richard,Neal,D,M,house,109,1949.0,ssa,,,,M
6467,Randy,Neugebauer,R,M,house,109,1949.0,ssa,,,,M
6468,Robert,Ney,R,M,house,109,1954.0,ssa,,,,M
6469,Anne,Northup,R,F,house,109,1948.0,ssa,,,,F
6470,Eleanor,Norton,D,F,house,109,1937.0,ssa,,,,F
6471,Charles,Norwood,R,M,house,109,1941.0,ssa,,,,M
6472,Devin,Nunes,R,M,house,109,1973.0,ssa,,,,M
6473,James,Nussle,R,M,house,109,1960.0,ssa,,,,M
6474,James,Oberstar,D,M,house,109,1934.0,ssa,,,,M
6475,David,Obey,D,M,house,109,1938.0,ssa,,,,M
6476,John,Olver,D,M,house,109,1936.0,ssa,,,,M
6477,Solomon,Ortiz,D,M,house,109,1938.0,ssa,,,,M
6478,Thomas,Osborne,R,M,house,109,1937.0,ssa,,,,M
6479,C.L.,Otter,R,M,house,109,1942.0,ssa,,,,M
6480,Major,Owens,D,M,house,109,1936.0,ssa,,,,M
6481,Michael,Oxley,R,M,house,109,1944.0,ssa,,,,M
6482,Frank,Pallone,D,M,house,109,1951.0,ssa,,,,M
6483,Bill,Pascrell,D,M,house,109,1937.0,ssa,,,,M
6484,Ed,Pastor,D,M,house,109,1943.0,ssa,,,,M
6485,Ron,Paul,R,M,house,109,1935.0,ssa,,,,M
6486,Donald,Payne,D,M,house,109,1934.0,ssa,,,,M
6487,Steve,Pearce,R,M,house,109,1947.0,ssa,,,,M
6488,Nancy,Pelosi,D,F,house,109,1940.0,ssa,,,,F
6489,Mike,Pence,R,M,house,109,1959.0,ssa,,,,M
6490,Collin,Peterson,D,M,house,109,1944.0,ssa,,,,M
6491,John,Peterson,R,M,house,109,1938.0,ssa,,,,M
6492,Tom,Petri,R,M,house,109,1940.0,ssa,,,,M
6493,Charles,Pickering,R,M,house,109,1963.0,ssa,,,,M
6494,Joe,Pitts,R,M,house,109,1939.0,ssa,,,,M
6495,Todd,Platts,R,M,house,109,1962.0,ssa,,,,M
6496,Ted,Poe,R,M,house,109,1948.0,ssa,,,,M
6497,Richard,Pombo,R,M,house,109,1961.0,ssa,,,,M
6498,Earl,Pomeroy,D,M,house,109,1952.0,ssa,,,,M
6499,Jon,Porter,R,M,house,109,1955.0,ssa,,,,M
6500,Rob,Portman,R,M,house,109,1955.0,ssa,,,,M
6501,Tom,Price,R,M,house,109,1954.0,ssa,,,,M
6502,David,Price,D,M,house,109,1940.0,ssa,,,,M
6503,Deborah,Pryce,R,F,house,109,1951.0,ssa,,,,F
6504,Adam,Putnam,R,M,house,109,1974.0,ssa,,,,M
6505,George,Radanovich,R,M,house,109,1955.0,ssa,,,,M
6506,Nick,Rahall,D,M,house,109,1949.0,ssa,,,,M
6507,James,Ramstad,R,M,house,109,1946.0,ssa,,,,M
6508,Charles,Rangel,D,M,house,109,1930.0,ssa,,,,M
6509,Ralph,Regula,R,M,house,109,1924.0,ipums,,,,M
6510,Denny,Rehberg,R,M,house,109,1955.0,ssa,,,,M
6511,Dave,Reichert,R,M,house,109,1950.0,ssa,,,,M
6512,Rick,Renzi,R,M,house,109,1958.0,ssa,,,,M
6513,Silvestre,Reyes,D,M,house,109,1944.0,ssa,,,,M
6514,Thomas,Reynolds,R,M,house,109,1950.0,ssa,,,,M
6515,Harold,Rogers,R,M,house,109,1937.0,ssa,,,,M
6516,Mike,Rogers,R,M,house,109,1963.0,ssa,,,,M
6518,Dana,Rohrabacher,R,M,house,109,1947.0,ssa,,,,M
6519,Ileana,Ros-Lehtinen,R,F,house,109,1952.0,ssa,,,,F
6520,Mike,Ross,D,M,house,109,1961.0,ssa,,,,M
6521,Steven,Rothman,D,M,house,109,1952.0,ssa,,,,M
6522,Lucille,Roybal-Allard,D,F,house,109,1941.0,ssa,,,,F
6523,Edward,Royce,R,M,house,109,1951.0,ssa,,,,M
6524,C.A. Dutch,Ruppersberger,D,M,house,109,1946.0,ssa,,,,M
6525,Bobby,Rush,D,M,house,109,1946.0,ssa,,,,M
6526,Paul,Ryan,R,M,house,109,1970.0,ssa,,,,M
6527,Tim,Ryan,D,M,house,109,1973.0,ssa,,,,M
6528,Jim,Ryun,R,M,house,109,1947.0,ssa,,,,M
6529,Martin,Sabo,D,M,house,109,1938.0,ssa,,,,M
6530,John,Salazar,D,M,house,109,1953.0,ssa,,,,M
6531,Loretta,Sánchez,D,F,house,109,1960.0,ssa,,,,F
6532,Linda,Sánchez,D,F,house,109,1969.0,ssa,,,,F
6533,Bernard,Sanders,I,M,house,109,1941.0,ssa,,,,M
6534,H. James,Saxton,R,M,house,109,1943.0,ssa,,,,M
6535,Jan,Schakowsky,D,F,house,109,1944.0,ssa,,,,F
6536,Adam,Schiff,D,M,house,109,1960.0,ssa,,,,M
6537,Jean,Schmidt,R,F,house,109,1951.0,ssa,,,,F
6538,Allyson,Schwartz,D,F,house,109,1948.0,ssa,,,,F
6539,John,Schwarz,R,M,house,109,1937.0,ssa,,,,M
6540,David,Scott,D,M,house,109,1945.0,ssa,,,,M
6541,Robert,Scott,D,M,house,109,1947.0,ssa,,,,M
6542,Shelley,Sekula-Gibbs,R,F,house,109,1952.0,ssa,,,,F
6543,F.,Sensenbrenner,R,M,house,109,1943.0,ssa,,,,M
6544,José,Serrano,D,M,house,109,1943.0,ssa,,,,M
6545,Pete,Sessions,R,M,house,109,1955.0,ssa,,,,M
6546,John,Shadegg,R,M,house,109,1949.0,ssa,,,,M
6547,E. Clay,Shaw,R,M,house,109,1939.0,ssa,,,,M
6548,Christopher,Shays,R,M,house,109,1945.0,ssa,,,,M
6549,Brad,Sherman,D,M,house,109,1954.0,ssa,,,,M
6550,Donald,Sherwood,R,M,house,109,1941.0,ssa,,,,M
6551,John,Shimkus,R,M,house,109,1958.0,ssa,,,,M
6552,Bill,Shuster,R,M,house,109,1961.0,ssa,,,,M
6553,Robert,Simmons,R,M,house,109,1943.0,ssa,,,,M
6554,Mike,Simpson,R,M,house,109,1950.0,ssa,,,,M
6555,Albio,Sires,D,M,house,109,1951.0,ssa,,,,M
6556,Ike,Skelton,D,M,house,109,1931.0,ssa,,,,M
6557,Louise,Slaughter,D,F,house,109,1929.0,ipums,,,,F
6558,Adam,Smith,D,M,house,109,1965.0,ssa,,,,M
6559,Christopher,Smith,R,M,house,109,1953.0,ssa,,,,M
6560,Lamar,Smith,R,M,house,109,1947.0,ssa,,,,M
6561,Vic,Snyder,D,M,house,109,1947.0,ssa,,,,M
6562,Michael,Sodrel,R,M,house,109,1945.0,ssa,,,,M
6563,Hilda,Solis,D,F,house,109,1957.0,ssa,,,,F
6564,Mark,Souder,R,M,house,109,1950.0,ssa,,,,M
6565,John,Spratt,D,M,house,109,1942.0,ssa,,,,M
6566,Pete,Stark,D,M,house,109,1931.0,ssa,,,,M
6567,Cliff,Stearns,R,M,house,109,1941.0,ssa,,,,M
6568,Ted,Strickland,D,M,house,109,1941.0,ssa,,,,M
6569,Bart,Stupak,D,M,house,109,1952.0,ssa,,,,M
6570,John,Sullivan,R,M,house,109,1965.0,ssa,,,,M
6571,John,Sweeney,R,M,house,109,1955.0,ssa,,,,M
6572,Thomas,Tancredo,R,M,house,109,1945.0,ssa,,,,M
6573,John,Tanner,D,M,house,109,1944.0,ssa,,,,M
6574,Ellen,Tauscher,D,F,house,109,1951.0,ssa,,,,F
6575,Charles,Taylor,R,M,house,109,1941.0,ssa,,,,M
6576,Gene,Taylor,D,M,house,109,1953.0,ssa,,,,M
6577,Lee,Terry,R,M,house,109,1962.0,ssa,,,,M
6578,William,Thomas,R,M,house,109,1941.0,ssa,,,,M
6579,Bennie,Thompson,D,M,house,109,1948.0,ssa,,,,M
6580,Mike,Thompson,D,M,house,109,1951.0,ssa,,,,M
6581,William,Thornberry,R,M,house,109,1958.0,ssa,,,,M
6582,Todd,Tiahrt,R,M,house,109,1951.0,ssa,,,,M
6583,Pat,Tiberi,R,M,house,109,1962.0,ssa,,,,M
6584,John,Tierney,D,M,house,109,1951.0,ssa,,,,M
6585,Edolphus,Towns,D,M,house,109,1934.0,ssa,,,,M
6586,Michael,Turner,R,M,house,109,1960.0,ssa,,,,M
6587,Mark,Udall,D,M,house,109,1950.0,ssa,,,,M
6588,Tom,Udall,D,M,house,109,1948.0,ssa,,,,M
6589,Fred,Upton,R,M,house,109,1953.0,ssa,,,,M
6590,Chris,Van Hollen,D,M,house,109,1959.0,ssa,,,,M
6591,Nydia,Velázquez,D,F,house,109,1953.0,ssa,,,,F
6592,Peter,Visclosky,D,M,house,109,1949.0,ssa,,,,M
6593,Greg,Walden,R,M,house,109,1957.0,ssa,,,,M
6594,James,Walsh,R,M,house,109,1947.0,ssa,,,,M
6595,Zach,Wamp,R,M,house,109,1957.0,ssa,,,,M
6596,Debbie,Wasserman Schultz,D,F,house,109,1966.0,ssa,,,,F
6597,Maxine,Waters,D,F,house,109,1938.0,ssa,,,,F
6598,Diane,Watson,D,F,house,109,1933.0,ssa,,,,F
6599,Melvin,Watt,D,M,house,109,1945.0,ssa,,,,M
6600,Henry,Waxman,D,M,house,109,1939.0,ssa,,,,M
6601,Anthony,Weiner,D,M,house,109,1964.0,ssa,,,,M
6602,David,Weldon,R,M,house,109,1953.0,ssa,,,,M
6603,W. Curtis,Weldon,R,M,house,109,1947.0,ssa,,,,M
6604,Gerald,Weller,R,M,house,109,1957.0,ssa,,,,M
6605,Lynn,Westmoreland,R,M,house,109,1950.0,ssa,,,,M
6606,Robert,Wexler,D,M,house,109,1961.0,ssa,,,,M
6607,Edward,Whitfield,R,M,house,109,1943.0,ssa,,,,M
6608,Roger,Wicker,R,M,house,109,1951.0,ssa,,,,M
6609,Joe,Wilson,R,M,house,109,1947.0,ssa,,,,M
6610,Heather,Wilson,R,F,house,109,1960.0,ssa,,,,F
6611,Frank,Wolf,R,M,house,109,1939.0,ssa,,,,M
6612,Lynn,Woolsey,D,F,house,109,1937.0,ssa,,,,F
6613,David,Wu,D,M,house,109,1955.0,ssa,,,,M
6614,Albert,Wynn,D,M,house,109,1951.0,ssa,,,,M
6615,C. W. Bill,Young,R,M,house,109,1930.0,ssa,,,,M
6616,Don,Young,R,M,house,109,1933.0,ssa,,,,M
6617,Daniel,Akaka,D,M,senate,109,1924.0,ipums,,,,M
6618,Lamar,Alexander,R,M,senate,109,1940.0,ssa,,,,M
6619,Wayne,Allard,R,M,senate,109,1943.0,ssa,,,,M
6620,George,Allen,R,M,senate,109,1952.0,ssa,,,,M
6621,Max,Baucus,D,M,senate,109,1941.0,ssa,,,,M
6622,Evan,Bayh,D,M,senate,109,1955.0,ssa,,,,M
6623,Robert,Bennett,R,M,senate,109,1933.0,ssa,,,,M
6624,Joseph,Biden,D,M,senate,109,1942.0,ssa,,,,M
6625,Jeff,Bingaman,D,M,senate,109,1943.0,ssa,,,,M
6626,Christopher,Bond,R,M,senate,109,1939.0,ssa,,,,M
6627,Barbara,Boxer,D,F,senate,109,1940.0,ssa,,,,F
6628,Sam,Brownback,R,M,senate,109,1956.0,ssa,,,,M
6629,Jim,Bunning,R,M,senate,109,1931.0,ssa,,,,M
6630,Conrad,Burns,R,M,senate,109,1935.0,ssa,,,,M
6631,Richard,Burr,R,M,senate,109,1955.0,ssa,,,,M
6632,Robert,Byrd,D,M,senate,109,1917.0,ipums,,,,M
6633,Maria,Cantwell,D,F,senate,109,1958.0,ssa,,,,F
6634,Thomas,Carper,D,M,senate,109,1947.0,ssa,,,,M
6635,Lincoln,Chafee,R,M,senate,109,1953.0,ssa,,,,M
6636,Saxby,Chambliss,R,M,senate,109,1943.0,ssa,,,,M
6637,Hillary,Clinton,D,F,senate,109,1947.0,ssa,,,,F
6638,Tom,Coburn,R,M,senate,109,1948.0,ssa,,,,M
6639,Thad,Cochran,R,M,senate,109,1937.0,ssa,,,,M
6640,Norm,Coleman,R,M,senate,109,1949.0,ssa,,,,M
6641,Susan,Collins,R,F,senate,109,1952.0,ssa,,,,F
6642,Kent,Conrad,D,M,senate,109,1948.0,ssa,,,,M
6643,John,Cornyn,R,M,senate,109,1952.0,ssa,,,,M
6644,Jon,Corzine,D,M,senate,109,1947.0,ssa,,,,M
6645,Larry,Craig,R,M,senate,109,1945.0,ssa,,,,M
6646,Michael,Crapo,R,M,senate,109,1951.0,ssa,,,,M
6647,Mark,Dayton,D,M,senate,109,1947.0,ssa,,,,M
6648,Jim,DeMint,R,M,senate,109,1951.0,ssa,,,,M
6649,Michael,DeWine,R,M,senate,109,1947.0,ssa,,,,M
6650,Christopher,Dodd,D,M,senate,109,1944.0,ssa,,,,M
6651,Elizabeth,Dole,R,F,senate,109,1936.0,ssa,,,,F
6652,Pete,Domenici,R,M,senate,109,1932.0,ssa,,,,M
6653,Byron,Dorgan,D,M,senate,109,1942.0,ssa,,,,M
6654,Richard,Durbin,D,M,senate,109,1944.0,ssa,,,,M
6655,John,Ensign,R,M,senate,109,1958.0,ssa,,,,M
6656,Michael,Enzi,R,M,senate,109,1944.0,ssa,,,,M
6657,Russ,Feingold,D,M,senate,109,1953.0,ssa,,,,M
6658,Dianne,Feinstein,D,F,senate,109,1933.0,ssa,,,,F
6659,William,Frist,R,M,senate,109,1952.0,ssa,,,,M
6660,Lindsey,Graham,R,M,senate,109,1955.0,ssa,,,,M
6661,Charles,Grassley,R,M,senate,109,1933.0,ssa,,,,M
6662,Judd,Gregg,R,M,senate,109,1947.0,ssa,,,,M
6663,Chuck,Hagel,R,M,senate,109,1946.0,ssa,,,,M
6664,Tom,Harkin,D,M,senate,109,1939.0,ssa,,,,M
6665,Orrin,Hatch,R,M,senate,109,1934.0,ssa,,,,M
6666,Kay,Hutchison,R,F,senate,109,1943.0,ssa,,,,F
6667,James,Inhofe,R,M,senate,109,1934.0,ssa,,,,M
6668,Daniel,Inouye,D,M,senate,109,1924.0,ipums,,,,M
6669,Johnny,Isakson,R,M,senate,109,1944.0,ssa,,,,M
6670,James,Jeffords,I,M,senate,109,1934.0,ssa,,,,M
6671,Tim,Johnson,D,M,senate,109,1946.0,ssa,,,,M
6672,Edward,Kennedy,D,M,senate,109,1932.0,ssa,,,,M
6673,John,Kerry,D,M,senate,109,1943.0,ssa,,,,M
6674,Herb,Kohl,D,M,senate,109,1935.0,ssa,,,,M
6675,Jon,Kyl,R,M,senate,109,1942.0,ssa,,,,M
6676,Mary,Landrieu,D,F,senate,109,1955.0,ssa,,,,F
6677,Frank,Lautenberg,D,M,senate,109,1924.0,ipums,,,,M
6678,Patrick,Leahy,D,M,senate,109,1940.0,ssa,,,,M
6679,Carl,Levin,D,M,senate,109,1934.0,ssa,,,,M
6680,Joseph,Lieberman,D,M,senate,109,1942.0,ssa,,,,M
6681,Blanche,Lincoln,D,F,senate,109,1960.0,ssa,,,,F
6682,Trent,Lott,R,M,senate,109,1941.0,ssa,,,,M
6683,Richard,Lugar,R,M,senate,109,1932.0,ssa,,,,M
6684,Mel,Martinez,R,M,senate,109,1946.0,ssa,,,,M
6685,John,McCain,R,M,senate,109,1936.0,ssa,,,,M
6686,Mitch,McConnell,R,M,senate,109,1942.0,ssa,,,,M
6687,Robert,Menendez,D,M,senate,109,1954.0,ssa,,,,M
6688,Barbara,Mikulski,D,F,senate,109,1936.0,ssa,,,,F
6689,Lisa,Murkowski,R,F,senate,109,1957.0,ssa,,,,F
6690,Patty,Murray,D,F,senate,109,1950.0,ssa,,,,F
6691,Bill,Nelson,D,M,senate,109,1942.0,ssa,,,,M
6692,Ben,Nelson,D,M,senate,109,1941.0,ssa,,,,M
6693,Barack,Obama,D,M,senate,109,1961.0,ssa,,,,M
6694,Mark,Pryor,D,M,senate,109,1963.0,ssa,,,,M
6695,Jack,Reed,D,M,senate,109,1949.0,ssa,,,,M
6696,Harry,Reid,D,M,senate,109,1939.0,ssa,,,,M
6697,Pat,Roberts,R,M,senate,109,1936.0,ssa,,,,M
6698,John,Rockefeller,D,M,senate,109,1937.0,ssa,,,,M
6699,Ken,Salazar,D,M,senate,109,1955.0,ssa,,,,M
6700,Richard,Santorum,R,M,senate,109,1958.0,ssa,,,,M
6701,Paul,Sarbanes,D,M,senate,109,1933.0,ssa,,,,M
6702,Charles,Schumer,D,M,senate,109,1950.0,ssa,,,,M
6703,Jeff,Sessions,R,M,senate,109,1946.0,ssa,,,,M
6704,Richard,Shelby,R,M,senate,109,1934.0,ssa,,,,M
6705,Gordon,Smith,R,M,senate,109,1952.0,ssa,,,,M
6706,Olympia,Snowe,R,F,senate,109,1947.0,ssa,,,,F
6707,Arlen,Specter,R,M,senate,109,1930.0,ssa,,,,M
6708,Debbie,Stabenow,D,F,senate,109,1950.0,ssa,,,,F
6709,Ted,Stevens,R,M,senate,109,1923.0,ipums,,,,M
6710,John,Sununu,R,M,senate,109,1964.0,ssa,,,,M
6711,James,Talent,R,M,senate,109,1956.0,ssa,,,,M
6712,Craig,Thomas,R,M,senate,109,1933.0,ssa,,,,M
6713,John,Thune,R,M,senate,109,1961.0,ssa,,,,M
6714,David,Vitter,R,M,senate,109,1961.0,ssa,,,,M
6715,George,Voinovich,R,M,senate,109,1936.0,ssa,,,,M
6716,John,Warner,R,M,senate,109,1927.0,ipums,,,,M
6717,Ron,Wyden,D,M,senate,109,1949.0,ssa,,,,M
6718,Neil,Abercrombie,D,M,house,110,1938.0,ssa,,,,M
6719,Gary,Ackerman,D,M,house,110,1942.0,ssa,,,,M
6720,Robert,Aderholt,R,M,house,110,1965.0,ssa,,,,M
6721,Todd,Akin,R,M,house,110,1947.0,ssa,,,,M
6722,Rodney,Alexander,R,M,house,110,1946.0,ssa,,,,M
6723,Thomas,Allen,D,M,house,110,1945.0,ssa,,,,M
6724,Jason,Altmire,D,M,house,110,1968.0,ssa,,,,M
6725,Robert,Andrews,D,M,house,110,1957.0,ssa,,,,M
6726,Michael,Arcuri,D,M,house,110,1959.0,ssa,,,,M
6727,Joe,Baca,D,M,house,110,1947.0,ssa,,,,M
6728,Michele,Bachmann,R,F,house,110,1956.0,ssa,,,,F
6729,Spencer,Bachus,R,M,house,110,1947.0,ssa,,,,M
6730,Brian,Baird,D,M,house,110,1956.0,ssa,,,,M
6731,Richard,Baker,R,M,house,110,1948.0,ssa,,,,M
6732,Tammy,Baldwin,D,F,house,110,1962.0,ssa,,,,F
6733,J.,Barrett,R,M,house,110,1961.0,ssa,,,,M
6734,John,Barrow,D,M,house,110,1955.0,ssa,,,,M
6735,Roscoe,Bartlett,R,M,house,110,1926.0,ipums,,,,M
6736,Joe,Barton,R,M,house,110,1949.0,ssa,,,,M
6737,Melissa,Bean,D,F,house,110,1962.0,ssa,,,,F
6738,Xavier,Becerra,D,M,house,110,1958.0,ssa,,,,M
6739,Shelley,Berkley,D,F,house,110,1951.0,ssa,,,,F
6740,Howard,Berman,D,M,house,110,1941.0,ssa,,,,M
6741,Marion,Berry,D,M,house,110,1942.0,ssa,,,,M
6742,Judy,Biggert,R,F,house,110,1937.0,ssa,,,,F
6743,Brian,Bilbray,R,M,house,110,1951.0,ssa,,,,M
6744,Gus,Bilirakis,R,M,house,110,1963.0,ssa,,,,M
6745,Timothy,Bishop,D,M,house,110,1950.0,ssa,,,,M
6746,Rob,Bishop,R,M,house,110,1951.0,ssa,,,,M
6747,Sanford,Bishop,D,M,house,110,1947.0,ssa,,,,M
6748,Marsha,Blackburn,R,F,house,110,1952.0,ssa,,,,F
6749,Earl,Blumenauer,D,M,house,110,1948.0,ssa,,,,M
6750,Roy,Blunt,R,M,house,110,1950.0,ssa,,,,M
6751,John,Boehner,R,M,house,110,1949.0,ssa,,,,M
6752,Jo,Bonner,R,M,house,110,1959.0,ssa,,,,M
6753,Mary,Bono Mack,R,F,house,110,1961.0,ssa,,,,F
6754,John,Boozman,R,M,house,110,1950.0,ssa,,,,M
6755,Madeleine,Bordallo,D,F,house,110,1933.0,ssa,,,,F
6756,Dan,Boren,D,M,house,110,1973.0,ssa,,,,M
6757,Leonard,Boswell,D,M,house,110,1934.0,ssa,,,,M
6758,Rick,Boucher,D,M,house,110,1946.0,ssa,,,,M
6759,Charles,Boustany,R,M,house,110,1956.0,ssa,,,,M
6760,Allen,Boyd,D,M,house,110,1945.0,ssa,,,,M
6761,Nancy,Boyda,D,F,house,110,1955.0,ssa,,,,F
6762,Robert,Brady,D,M,house,110,1945.0,ssa,,,,M
6763,Kevin,Brady,R,M,house,110,1955.0,ssa,,,,M
6764,Bruce,Braley,D,M,house,110,1957.0,ssa,,,,M
6765,Paul,Broun,R,M,house,110,1946.0,ssa,,,,M
6766,Henry,Brown,R,M,house,110,1935.0,ssa,,,,M
6767,Corrine,Brown,D,F,house,110,1946.0,ssa,,,,F
6768,Ginny,Brown-Waite,R,F,house,110,1943.0,ssa,,,,F
6769,Vern,Buchanan,R,M,house,110,1951.0,ssa,,,,M
6770,Michael,Burgess,R,M,house,110,1950.0,ssa,,,,M
6771,Dan,Burton,R,M,house,110,1938.0,ssa,,,,M
6772,G.,Butterfield,D,M,house,110,1947.0,ssa,,,,M
6773,Steve,Buyer,R,M,house,110,1958.0,ssa,,,,M
6774,Ken,Calvert,R,M,house,110,1953.0,ssa,,,,M
6775,Dave,Camp,R,M,house,110,1953.0,ssa,,,,M
6776,John,Campbell,R,M,house,110,1955.0,ssa,,,,M
6777,Christopher,Cannon,R,M,house,110,1950.0,ssa,,,,M
6778,Eric,Cantor,R,M,house,110,1963.0,ssa,,,,M
6779,Shelley,Capito,R,F,house,110,1953.0,ssa,,,,F
6780,Lois,Capps,D,F,house,110,1938.0,ssa,,,,F
6781,Michael,Capuano,D,M,house,110,1952.0,ssa,,,,M
6782,Dennis,Cardoza,D,M,house,110,1959.0,ssa,,,,M
6783,Russ,Carnahan,D,M,house,110,1958.0,ssa,,,,M
6784,Christopher,Carney,D,M,house,110,1959.0,ssa,,,,M
6785,Julia,Carson,D,F,house,110,1938.0,ssa,,,,F
6786,André,Carson,D,M,house,110,1974.0,ssa,,,,M
6787,John,Carter,R,M,house,110,1941.0,ssa,,,,M
6788,Michael,Castle,R,M,house,110,1939.0,ssa,,,,M
6789,Kathy,Castor,D,F,house,110,1966.0,ssa,,,,F
6790,Donald,Cazayoux,D,M,house,110,1964.0,ssa,,,,M
6791,Steven,Chabot,R,M,house,110,1953.0,ssa,,,,M
6792,Ben,Chandler,D,M,house,110,1959.0,ssa,,,,M
6793,Travis,Childers,D,M,house,110,1958.0,ssa,,,,M
6794,Donna,Christensen,D,F,house,110,1945.0,ssa,,,,F
6795,Yvette,Clarke,D,F,house,110,1964.0,ssa,,,,F
6796,William,Clay,D,M,house,110,1956.0,ssa,,,,M
6797,Emanuel,Cleaver,D,M,house,110,1944.0,ssa,,,,M
6798,James,Clyburn,D,M,house,110,1940.0,ssa,,,,M
6799,Howard,Coble,R,M,house,110,1931.0,ssa,,,,M
6800,Steve,Cohen,D,M,house,110,1949.0,ssa,,,,M
6801,Tom,Cole,R,M,house,110,1949.0,ssa,,,,M
6802,K.,Conaway,R,M,house,110,1948.0,ssa,,,,M
6803,John,Conyers,D,M,house,110,1929.0,ipums,,,,M
6804,Jim,Cooper,D,M,house,110,1954.0,ssa,,,,M
6805,Jim,Costa,D,M,house,110,1952.0,ssa,,,,M
6806,Jerry,Costello,D,M,house,110,1949.0,ssa,,,,M
6807,Joe,Courtney,D,M,house,110,1953.0,ssa,,,,M
6808,Robert,Cramer,D,M,house,110,1947.0,ssa,,,,M
6809,Ander,Crenshaw,R,M,house,110,1944.0,ssa,,,,M
6810,Joseph,Crowley,D,M,house,110,1962.0,ssa,,,,M
6811,Barbara,Cubin,R,F,house,110,1946.0,ssa,,,,F
6812,Henry,Cuellar,D,M,house,110,1955.0,ssa,,,,M
6813,John,Culberson,R,M,house,110,1956.0,ssa,,,,M
6814,Elijah,Cummings,D,M,house,110,1951.0,ssa,,,,M
6815,Danny,Davis,D,M,house,110,1941.0,ssa,,,,M
6816,Artur,Davis,D,M,house,110,1967.0,ssa,,,,M
6817,Geoff,Davis,R,M,house,110,1958.0,ssa,,,,M
6818,Thomas,Davis,R,M,house,110,1949.0,ssa,,,,M
6819,David,Davis,R,M,house,110,1959.0,ssa,,,,M
6820,Jo Ann,Davis,R,F,house,110,1950.0,ssa,,,,F
6821,Susan,Davis,D,F,house,110,1944.0,ssa,,,,F
6822,Lincoln,Davis,D,M,house,110,1943.0,ssa,,,,M
6823,Nathan,Deal,R,M,house,110,1942.0,ssa,,,,M
6824,Peter,DeFazio,D,M,house,110,1947.0,ssa,,,,M
6825,Diana,DeGette,D,F,house,110,1957.0,ssa,,,,F
6826,Bill,Delahunt,D,M,house,110,1941.0,ssa,,,,M
